Unnamed: 0,business_id,stars,text,review_length,0,1,2,3,4,5,nouns,food_aspects,service_aspects
21,26Uk74dNTGysPq2ceaj2OA,5,"Oh yum. So yummy. Scene: Monday night happy hour at the bar with my friend Steve, who recently celebrated a birthday. 

I had the salmon burger--it was cooked just right (medium rare) and came with asparagus and red tomato slices, and had a spiced mayo-esque sauce on it. A helping of what seemed to be homemade potato chips rode shotgun--tasty when dipped in the tangy tamarind sauce that came with Steve's fried calamari. He also ordered the (New England) clam chowder. I asked for a slurp and Steve obliged. After slurping, I silently resolved to get a bowl the next time I'm at this establishment--it was perfect. Not too thick. My father would have flipped his wig. And he preferred Manhattan clam chowder. 

We shared a mocha cake for dessert that came with dollop of berry sorbet and a good-sized shaving of chocolate on top.  

Curtis, the gracious bartender, not only offered a recommendation on desserts for the occasion, but also brought us out a dish of three or four chocolate-covered strawberries after I mentioned it was Steve's birthday. I'll say it again: Curtis--you are a gentleman and a scholar.",1115,0.1725104869952414,0.010864631444813096,0.0,0.3068181998540335,0.0,0.509806681705912,"scene,night,hour,bar,friend,birthday,salmon,burger,asparagus,tomato,slices,mayo,esque,sauce,helping,potato,chips,tasty,tamarind,calamari,clam,chowder,slurp,bowl,time,establishment,father,wig,mocha,cake,dessert,dollop,berry,sorbet,shaving,chocolate,bartender,recommendation,desserts,occasion,dish,strawberries,gentleman,scholar",None,"time,establishment"
22,huZ1fY8x0-9l5Mo-lUxt7Q,5,"I went here today for lunch and got the spicy tuna roll to go. It was excellent. The flavor was not fishy or overwhelming--it had just the right amount of kick. Also--you get a good amount of food--there is no skimping here--which made it well worth $7.99. The roll is made to order right in front of you--if you want to add additional toppings, you can. The toppings looked very fresh and they put your roll in a cool white cardboard ""roll in/roll out"" box. They also have a happy hour at this place that they told me about, and asked if I wanted a shopper's type card. I did. This is a nice place. The staff answered questions I had about toppings and how to prepare seaweed sheets I have at home. Very helpful. I will be back.",729,0.21907859837137908,0.06644813536389724,0.0,0.007324856077006317,0.34757703477065965,0.3595713754170577,"today,lunch,tuna,roll,flavor,amount,kick,food,skimping,front,toppings,cardboard,box,hour,place,shopper,type,card,staff,questions,seaweed,sheets,home","food,home","today,staff,home"
23,rFRNjwr6Z3r4agQG-LtluA,5,"I'm going all in on this one. And it is due to more than just amazing food. Our server was a professional--that was clear from the start. We ordered a date milkshake to split and the lovely young lady brought us our milkshake to share divided between two cute glass drinking cups, each with its own spoon and straw. Now that is what you call service. I was very pleased. I was even more delighted after I tasted the concoction, which easily rates 5 stars in my book. Rich vanilla ice cream with bits of dates throughout, giving the shake a little taste of heaven in every sip. Yum. 

I ordered the Louisiana Shrimp Burger. This was my second visit to Flipside, but I had not been there in over a year, I would say. The burger was divine. Succulent shrimp in a thick patty form, with pickles, a tomato, and lettuce. The only things that were less than great I avoided. These were 1)a fried green tomato that looked to be overly greasy. Because my stomach reacts unwell to greasy fare, I de-fried it by removing the breaded and fried part of the green tomato. The other qualm was a creamy sauce on the side that came with the shrimp burger. I do not like cream sauces and so I passed on that puppy. 

Otherwise this place rocks. Will return.",1239,0.0,0.0,0.080194326680894,0.5866105786918998,0.0,0.3331950946272062,"one,food,server,start,date,lady,milkshake,glass,drinking,cups,spoon,straw,service,concoction,stars,book,vanilla,ice,cream,bits,dates,shake,taste,sip,visit,year,burger,succulent,shrimp,form,pickles,tomato,lettuce,things,greasy,stomach,fare,part,qualm,sauce,side,sauces,puppy,place","food,drinking","one,service,year,part"
24,_4qndNOqaB-dDIPCI2MkCg,5,"This is authentic Thai food that is fresh and piquant. I had the tom yum gum soup and it was excellent--nice and spicy, featuring shrimp, mushrooms and cilantro. Also worth every bite was the superior summer rolls--shrimp, rice noodles, carrots and another thing wrapped in rice paper rolls. Yum. I'm happy.",307,0.06603814943605854,0.0,0.0,0.0,0.09812963889704687,0.8358322116668945,"food,tom,gum,soup,shrimp,mushrooms,cilantro,bite,summer,rolls,rice,noodles,carrots,thing,paper","food,soup,rice",None
25,KHdYW6Wl4wWXW60by60P0A,5,Back today to get my fix: banana chocolate muffin and peanut butter/hot chocolate/alcohol concoction. I also got a carrot/orange juice in a bottle. The best thing today though: the awesome man behind the counter wrote down the recipe for a tumeric/almond milk drink for me so that I could put the recent canister of tumeric I purchased to use! I made it when I got home and it is AWESOME. Thank you!,399,0.07937784683786253,0.032035344307692795,0.03609758878570194,0.10566282640306134,0.3017045700341182,0.4451218236315633,"today,fix,banana,chocolate,muffin,peanut,butter,alcohol,concoction,carrot,orange,juice,bottle,thing,man,counter,recipe,almond,milk,drink,canister","milk,drink",today
26,5tlgP7QIvur0lZdPHVhc5w,5,"I love Chick-Fil-A. Just wanted to get that out there. I love their grilled chicken sandwich, which is what I always order. Their lemonade is also good. I used to get the little chicken nuggets and have always liked them as well. So to review, Chick-Fil-A is awesome. Their staff is always very kind and provide superior customer service. I am a major fan.",356,0.0,0.0,0.11341891687377488,0.0008776181440157928,0.4318368975242644,0.453866567457945,"chicken,sandwich,lemonade,nuggets,staff,customer,service,fan",chicken,"staff,customer,service"
27,xaFzCJe82C4N7t4zeCo3hA,5,"I came for brunch with some friends with few expectations. I'm normally on the west side and thought I was spoiled by the quality and quantity of places there, but Fourk was delicious. My steak and eggs were honestly amazing. The value for the dish is high, and I would highly recommend both the venue and the meal.",315,0.0,0.0,0.14166446994219214,0.0,0.3765313958470102,0.4818041342107976,"brunch,friends,expectations,side,quality,quantity,places,steak,eggs,value,dish,venue,meal","quality,meal",quality
28,RiO6Jcjya1z-9gAQzNU3LA,5,"This place is AMAZING! We had: the ""green salad"" with feta, red onion, raisins, some kind of delicious nut and delicious vinaigrette ... Simple burger which was perfect... And the Sante Fe burger which blew my mind!!!!! It is half burger half chorizo with grilled peppers and onions with a very spicy chipotle sour cream. The best chipotle sour cream I've ever had.  
Service was quick, our glasses never even reached half empty. 
Highly, highly, highly recommend!",464,0.0,0.007155381150585747,0.06695420538765312,0.6457302868127738,0.14286210483696202,0.13729802181202536,"place,salad,onion,raisins,kind,nut,vinaigrette,burger,mind,half,chorizo,peppers,onions,chipotle,cream,glasses",None,None
29,JFaTPxWQC14VmFnXLv7W1g,5,"Makes me miss the Midwest so much. I ordered the paramaggedon on my last visit, and it was absolutely fantastic. As of recent, melt has gained insane popularity, and why not? For the uninitiated, melt serves an insane amount of variations on the classic grilled cheese. For as busy as they have become, they seem to always carry a non pretentious attitude, and the environment is always welcoming and cozy. Along with the massive grilled cheese menu? Delicious sides, and buffalo wings. They also have a full bar. I don't know what more one could ask for.",555,0.3289681039455405,0.05568647823125539,0.0,0.12978101753363838,0.0,0.4855644002895657,"paramaggedon,visit,melt,popularity,amount,variations,cheese,attitude,environment,menu,sides,buffalo,wings,bar",None,None
30,CuT2Xh3vAYvRfxUWlUo6oA,4,First time vising with our friends and honestly they served me one of the best burgers I've ever had! Portions were huge! Prices were reasonable. Staff was friendly. Our one hour wait turned into a 2 1/2 hour wait but the hostess never lost her cool and she went above and beyond to get our party seated. If they do a little better with coordinating the front end and seating I'd give them 5 STARS!,398,0.2722236493440853,0.0,0.0371719869981782,0.3730335596904515,0.2307921352944804,0.08677866867280461,"time,friends,burgers,portions,prices,staff,hour,wait,hostess,party,end,seating,stars",prices,"time,staff,end"
31,7W_PUqiBmoe2PVFGQ1ZBOg,5,"Outstanding place to have dinner with friends, co-workers or quality time with a loved one.  Awesome atmosphere and most importantly Excellent Italian food served by a wonderful staff. Generous portions, Prices are reasonable. I just love everything about this place!",267,0.022952134747526824,0.0,0.25565735564244,0.0,0.6210608745450267,0.10032963506500656,"place,dinner,friends,co,workers,quality,time,one,atmosphere,food,staff,portions,prices,everything","quality,food,prices","workers,quality,time,one,staff"
32,ObelBwE40B5oYm2aA8yTjw,5,"Best Fish n Chips in town! Staff is friendly, made us feel comfortable. Atmosphere was very inviting and the food was amazing. Could very well become one of my favorite places for 2017. We stopped in on a night that it was raining but I am hoping next time to take advantage of the beautiful patio area.",303,0.2381638077407907,0.027806504027962715,0.13694990558244846,0.0011784451876692046,0.5672736378806962,0.028627699580432805,"fish,town,staff,food,places,night,time,advantage,patio,area","fish,food","staff,time"
33,FI7RsrAxVdiDEuSKlYql1w,4,"First time here and I was really impressed. Great food, Good price. Friendly staff... I'll definitely be back.",110,0.0,0.0,0.5587429209192015,0.0,0.3545019236460525,0.08675515543474592,"time,food,price,staff",food,"time,staff"
34,MesBAxNk_M7ISbBmVDiiWQ,5,"El Torito Taqueria Bar my favorite Mexican Restaurant. Super friendly staff, Food is absolutely delicious. Margarita's are out of this world. Reasonably priced. Parking is limited so get here early enough for a spot.",216,0.2773617180785876,0.0,0.06593420925088073,0.0,0.57218259206812,0.08452148060241156,"staff,food,world,parking,spot",food,staff
35,2nn6Sx5EFpzFbsy5cJYHUg,4,"Wonderful spot to eat along the River. Patio dining is perfect in the summer or fall. Great for a quick business meeting or a nice evening with family, friends or a loved one. Reasonable prices, friendly staff. Can't wait to go back!",233,0.2100730396883688,0.0,0.3953510281304845,0.0,0.30843832273263977,0.08613760944850697,"spot,patio,dining,summer,fall,business,meeting,evening,family,friends,one,prices,staff","business,prices","business,evening,one,staff"
36,e_yxY8iYwK6WDnUSz3v8ng,5,"Always good, these guys are the pros. Great service complimented by exceptional food, and a great wine list. The pizza is thin crust perfection. The menu pizza is great or they will let you customize.i like to add an egg and capers to the sausage pizza. The Big meatball is super and fun to eat. It's a giant meatball in a nest of delectable creamed rocatta cheese. And for diner don't miss the tagliatella pasta dish, it's to die for. The entire dinner menu is wonderful. The also have $8 pizza night and half price wine night. All good.",538,0.0918038349364727,0.6395425847392269,0.231469368356547,0.0,0.0,0.037184211967753435,"guys,pros,service,food,wine,list,pizza,crust,perfection,menu,customize.i,egg,capers,sausage,meatball,nest,rocatta,cheese,diner,tagliatella,pasta,dish,dinner,night,half,price","food,wine",service
37,JkQSLe_rBftbTJdZuQFlSw,5,"I have lunch here on average once every other week, it is always predictably good. Starting with the bread which is addictive. But their best lunch is the brick flattened chicken. I accompanied it with the cold celery soup, which was near perfection. If you are in for some adventure the beef tongue is wonderful as well. 

I went to back for dinner this week and had the celery soup again with the tagliatelle pasta. All in all a perfect dinner. Who says business meals have to be boring.",489,0.0,0.0,0.018682641259221082,0.0,0.08849399691293293,0.892823361827846,"lunch,week,bread,brick,chicken,celery,soup,perfection,adventure,beef,tongue,dinner,tagliatelle,pasta,who,business,meals","bread,chicken,soup,beef,business,meals","week,business"
38,TNgqPThc9_MwgSIdsZIUjQ,4,"Great lunch spot. I love the Caesar salad with a piece of grilled salmon. It compliments the salad and the anchovies, it is always good. The whole experience is great starting at the front desk which is staffed by friendly personable folks, that are always friendly yet professional. Every one of my guests comments about how they were made to feel welcome coming through the front door.

Great staff and some good food, don't miss the stuffed peppers.",452,0.0,0.0,0.5763076286459291,0.0,0.2848321992690632,0.13886017208500773,"lunch,spot,salad,piece,salmon,anchovies,experience,desk,folks,guests,door,staff,food,peppers",food,"experience,staff"
39,J1RDyyPxhioqm8c_fi4P4Q,5,"The best place in Cleveland. The beef cheek pirogi is essential to every visit. The seasonal soups are great and imaginative. For lunch get the baloney sandwich, it's amazing and nothing like mom ever made. The other essential are the French fries, they are spiced to be addictive, and when accompanied by Michael's secret catsup, you will be hooked. Do not miss desert, they are all good but the waffle with bacon ice cream is the winner. And yet it gets better, the wine list is exceptional, good selections and a wide price range respectful of any budget, and it's on an iPad that makes it great fun. All good.",613,0.07510717466632379,0.0017161343477860786,0.295869628296311,0.19589949035060072,0.2973410048234187,0.13406656751555973,"place,beef,cheek,pirogi,visit,soups,lunch,baloney,sandwich,nothing,mom,fries,catsup,desert,waffle,bacon,ice,cream,winner,wine,list,selections,price,range,budget,fun","beef,wine",None
40,haGstZfcH0IeRPncH2oFPQ,4,"The thin crust pizza is essential for any visit. Also ask for the wine in the fish shaped bottle it is lots of fun. And reasonably priced.  The pace is friendly and great attentive service. Everyone from the front door to the bar tender and servers go out of their way to make you feel welcome. The entire menu is fantastic.

Try the sliders and mini pizza at happy hour, you will be hooked. Every thing we ordered was wonderful, this is a must see in a really cool neighborhood and a startling view of the lake.",512,0.2981647355222299,0.4770426480823035,0.17030680600095374,0.0,0.0,0.05448581039451288,"crust,pizza,visit,wine,fish,bottle,lots,fun,pace,service,everyone,door,bar,tender,servers,way,menu,sliders,hour,thing,neighborhood,view,lake","wine,fish","service,way"
41,T8xMrEv3s3NvSm7Qtmbxvg,4,"Upping to 4 stars. I've been back two more times since my original review.

We decided to try the wings with sweet and tangy BBQ sauce. My husband is veeeeerrrrry particular about his wings not being soggy. Well, he was not disappointed at B2B - they cook and sauce the wings perfectly here. The wings have a little bite and just enough sauce to coat them. 

Service was great as usual. We sat on the patio once and our server checked on us often even though we were the only ones out there.",491,0.16340090047033684,0.10703192179067468,0.258070274915188,0.08333373588440339,0.0,0.388163166939397,"stars,times,review,wings,sauce,husband,bite,patio,server,ones",None,times
42,6BWIG_RIqNOJHkrXHx_cCg,5,"This place is smaller than I expected but everyone that works there is wonderful! The owner is a cool guy and cooks up some great food. 

My family stopped in for a late breakfast and ordered a variety of food including pancakes, chicken and waffles, tater tots. The food was hot, fresh and very good. As if we didn't have enough food, the owner sent over some ricotta pancakes that are to die for. My daughter who hates ricotta loved them as well. We wound up eating those and taking our original pancakes to go. I'll definitely order those next time. 

Our wait was only about 10 minutes to get seated and the food came out pretty quickly considering that the place was full.",677,0.024442921111579863,0.0031772275968066322,0.14229936031887827,0.0,0.3525757664884881,0.477504724484247,"place,everyone,owner,guy,cooks,food,family,breakfast,variety,pancakes,chicken,waffles,tater,tots,daughter,time,wait,minutes","food,variety,chicken",time
